CA	v	p	T	NOX	Soot	u'
-114.448	0.000235101	343415	361.876	0	0	0.782016
-114.403	0.000235013	343596	361.931	0	0	0.782023
-114.346	0.0002349	343829	362.002	0	0	0.782032
-114.296	0.000234802	344029	362.063	0	0	0.782041
-114.237	0.000234686	344269	362.136	0	0	0.782052
-114.19	0.000234592	344462	362.195	0	0	0.782063
-114.126	0.000234467	344719	362.273	0	0	0.782078
-114.084	0.000234384	344891	362.326	0	0	0.782088
-114.042	0.0002343	345063	362.378	0	0	0.782099
-114	0.000234217	345236	362.43	0	0	0.782111
-113.95	0.000234118	345441	362.493	0	0	0.782125
-113.894	0.000234007	345670	362.562	0	0	0.782142
-113.825	0.000233871	345953	362.648	0	0	0.782164
-113.762	0.000233745	346214	362.727	0	0	0.782185
-113.686	0.000233594	346529	362.822	0	0	0.782212
-113.633	0.000233489	346747	362.889	0	0	0.78223
-113.57	0.000233363	347010	362.968	0	0	0.782254
-113.529	0.000233282	347179	363.019	0	0	0.782269
-113.481	0.000233186	347379	363.079	0	0	0.782287
-113.433	0.00023309	347580	363.14	0	0	0.782306
-113.371	0.000232967	347838	363.218	0	0	0.782329
-113.318	0.000232861	348060	363.285	0	0	0.78235
-113.254	0.000232734	348326	363.365	0	0	0.782374
-113.203	0.000232632	348540	363.429	0	0	0.782394
-113.136	0.000232497	348826	363.515	0	0	0.78242
-113.09	0.000232406	349017	363.573	0	0	0.782437
-113.045	0.000232315	349208	363.63	0	0	0.782453
-113	0.000232225	349399	363.687	0	0	0.78247
-112.944	0.000232113	349635	363.758	0	0	0.782489
-112.892	0.000232008	349857	363.825	0	0	0.782507
-112.828	0.00023188	350129	363.906	0	0	0.782528
-112.78	0.000231782	350336	363.968	0	0	0.782543
-112.72	0.000231661	350593	364.045	0	0	0.782561
-112.675	0.000231571	350785	364.102	0	0	0.782574
-112.623	0.000231466	351008	364.169	0	0	0.782588
-112.575	0.00023137	351213	364.23	0	0	0.7826
-112.517	0.000231254	351461	364.304	0	0	0.782613
-112.466	0.000231149	351684	364.371	0	0	0.782624
-112.407	0.000231032	351935	364.445	0	0	0.782635
-112.356	0.000230929	352155	364.511	0	0	0.782644
-112.297	0.000230809	352413	364.588	0	0	0.782654
-112.248	0.000230708	352628	364.652	0	0	0.78266
-112.186	0.000230583	352897	364.732	0	0	0.782667
-112.139	0.000230489	353099	364.792	0	0	0.782672
-112.07	0.000230348	353403	364.882	0	0	0.782677
-112.035	0.000230277	353555	364.927	0	0	0.782679
-112	0.000230206	353708	364.973	0	0	0.782681
-111.96	0.000230125	353883	365.025	0	0	0.782683
-111.912	0.000230027	354094	365.087	0	0	0.782683
-111.858	0.000229918	354330	365.157	0	0	0.782683
-111.797	0.000229794	354600	365.237	0	0	0.782682
-111.731	0.000229658	354893	365.324	0	0	0.782679
-111.658	0.000229509	355217	365.42	0	0	0.782675
-111.592	0.000229375	355508	365.506	0	0	0.78267
-111.518	0.000229224	355837	365.603	0	0	0.782662
-111.46	0.000229106	356093	365.679	0	0	0.782656
-111.395	0.000228972	356387	365.766	0	0	0.782647
-111.345	0.000228871	356607	365.831	0	0	0.78264
-111.288	0.000228753	356865	365.907	0	0	0.782631
-111.24	0.000228655	357080	365.97	0	0	0.782624
-111.18	0.000228532	357350	366.05	0	0	0.782613
-111.135	0.000228439	357552	366.11	0	0	0.782605
-111.067	0.000228301	357856	366.199	0	0	0.782592
-111	0.000228162	358161	366.289	0	0	0.782578
-110.917	0.000227991	358539	366.4	0	0	0.782561
-110.884	0.000227923	358688	366.444	0	0	0.782554
-110.845	0.000227844	358862	366.495	0	0	0.782545
-110.812	0.000227774	359016	366.54	0	0	0.782538
-110.771	0.000227691	359201	366.594	0	0	0.782528
-110.726	0.000227597	359408	366.655	0	0	0.782518
-110.674	0.00022749	359645	366.725	0	0	0.782506
-110.618	0.000227374	359903	366.8	0	0	0.782493
-110.556	0.000227246	360186	366.883	0	0	0.782478
-110.486	0.000227103	360506	366.977	0	0	0.782462
-110.405	0.000226935	360879	367.086	0	0	0.782443
-110.347	0.000226815	361147	367.164	0	0	0.78243
-110.278	0.000226671	361469	367.258	0	0	0.782414
-110.222	0.000226555	361727	367.333	0	0	0.782402
-110.148	0.000226401	362072	367.434	0	0	0.782386
-110.111	0.000226324	362244	367.484	0	0	0.782379
-110.056	0.000226208	362504	367.559	0	0	0.782368
-110	0.000226093	362764	367.635	0	0	0.782358
-109.933	0.000225954	363076	367.726	0	0	0.782346
-109.891	0.000225865	363275	367.783	0	0	0.782339
-109.841	0.000225762	363508	367.851	0	0	0.782331
-109.797	0.00022567	363717	367.911	0	0	0.782324
-109.744	0.000225559	363968	367.984	0	0	0.782317
-109.694	0.000225455	364202	368.052	0	0	0.78231
-109.637	0.000225334	364476	368.131	0	0	0.782303
-109.583	0.000225223	364728	368.204	0	0	0.782297
-109.519	0.000225088	365036	368.293	0	0	0.782291
-109.467	0.000224979	365283	368.364	0	0	0.782286
-109.408	0.000224857	365561	368.444	0	0	0.782282
-109.357	0.00022475	365806	368.515	0	0	0.782278
-109.298	0.000224625	366091	368.597	0	0	0.782275
-109.248	0.00022452	366329	368.665	0	0	0.782272
-109.186	0.00022439	366628	368.751	0	0	0.78227
-109.14	0.000224292	366852	368.815	0	0	0.782268
-109.07	0.000224145	367189	368.912	0	0	0.782267
-109.035	0.000224072	367358	368.96	0	0	0.782267
-109	0.000223998	367527	369.009	0	0	0.782266
-108.96	0.000223914	367721	369.065	0	0	0.782266
-108.912	0.000223813	367954	369.131	0	0	0.782267
-108.858	0.0002237	368215	369.206	0	0	0.782267
-108.797	0.00022357	368514	369.292	0	0	0.782268
-108.731	0.00022343	368838	369.384	0	0	0.782271
-108.658	0.000223275	369196	369.486	0	0	0.782274
-108.592	0.000223136	369519	369.579	0	0	0.782278
-108.518	0.000222979	369883	369.682	0	0	0.782283
-108.466	0.00022287	370138	369.755	0	0	0.782287
-108.408	0.000222746	370426	369.837	0	0	0.782293
-108.362	0.00022265	370650	369.901	0	0	0.782298
-108.311	0.00022254	370907	369.974	0	0	0.782305
-108.259	0.00022243	371164	370.048	0	0	0.782312
-108.194	0.000222292	371486	370.139	0	0	0.782323
-108.146	0.000222189	371728	370.208	0	0	0.782331
-108.073	0.000222034	372092	370.312	0	0	0.782346
-108.036	0.000221957	372274	370.364	0	0	0.782354
-108	0.000221879	372456	370.416	0	0	0.782363
-107.958	0.00022179	372665	370.475	0	0	0.782373
-107.908	0.000221683	372919	370.547	0	0	0.782386
-107.851	0.000221562	373204	370.628	0	0	0.782402
-107.786	0.000221422	373535	370.722	0	0	0.782423
-107.725	0.000221293	373840	370.809	0	0	0.782443
-107.653	0.000221137	374207	370.913	0	0	0.78247
-107.598	0.000221021	374483	370.992	0	0	0.782491
-107.532	0.000220879	374821	371.087	0	0	0.782518
-107.488	0.000220784	375047	371.152	0	0	0.782538
-107.433	0.000220668	375324	371.23	0	0	0.782563
-107.39	0.000220575	375545	371.293	0	0	0.782583
-107.334	0.000220455	375830	371.374	0	0	0.782611
-107.287	0.000220352	376075	371.443	0	0	0.782636
-107.229	0.000220229	376370	371.527	0	0	0.782667
-107.183	0.000220131	376606	371.593	0	0	0.782693
-107.122	0.000219999	376921	371.683	0	0	0.78273
-107.061	0.000219868	377237	371.772	0	0	0.782767
-107	0.000219736	377553	371.861	0	0	0.782806
-106.957	0.000219642	377779	371.925	0	0	0.782835
-106.903	0.000219527	378055	372.003	0	0	0.782871
-106.858	0.00021943	378290	372.07	0	0	0.782903
-106.805	0.000219314	378570	372.148	0	0	0.782941
-106.754	0.000219206	378832	372.223	0	0	0.782978
-106.691	0.00021907	379161	372.315	0	0	0.783026
-106.642	0.000218963	379420	372.388	0	0	0.783064
-106.584	0.000218836	379726	372.475	0	0	0.783111
-106.535	0.000218731	379982	372.547	0	0	0.783151
-106.476	0.000218602	380296	372.635	0	0	0.7832
-106.428	0.000218499	380547	372.705	0	0	0.783241
-106.375	0.000218383	380830	372.785	0	0	0.783287
-106.321	0.000218267	381113	372.865	0	0	0.783333
-106.257	0.000218128	381454	372.96	0	0	0.783391
-106.205	0.000218016	381728	373.037	0	0	0.783437
-106.137	0.000217867	382093	373.139	0	0	0.7835
-106.103	0.000217792	382276	373.19	0	0	0.783531
-106.068	0.000217718	382459	373.242	0	0	0.783563
-106.034	0.000217643	382643	373.293	0	0	0.783595
-106	0.000217569	382826	373.344	0	0	0.783627
-105.958	0.000217478	383050	373.407	0	0	0.783666
-105.908	0.000217368	383321	373.483	0	0	0.783713
-105.851	0.000217244	383627	373.568	0	0	0.783767
-105.786	0.000217101	383981	373.667	0	0	0.783828
-105.714	0.000216945	384367	373.774	0	0	0.783895
-105.635	0.000216772	384798	373.894	0	0	0.783969
-105.556	0.000216598	385230	374.014	0	0	0.784041
-105.463	0.000216395	385735	374.154	0	0	0.784124
-105.397	0.00021625	386097	374.254	0	0	0.784183
-105.317	0.000216076	386533	374.375	0	0	0.784251
-105.265	0.00021596	386824	374.455	0	0	0.784296
-105.198	0.000215815	387188	374.556	0	0	0.784351
-105.159	0.000215728	387407	374.617	0	0	0.784384
-105.106	0.000215611	387700	374.698	0	0	0.784427
-105.053	0.000215495	387994	374.779	0	0	0.784468
-105	0.000215378	388287	374.86	0	0	0.784509
-104.952	0.000215274	388552	374.933	0	0	0.784545
-104.896	0.00021515	388864	375.019	0	0	0.784586
-104.847	0.00021504	389142	375.096	0	0	0.784622
-104.786	0.000214907	389481	375.189	0	0	0.784664
-104.734	0.000214791	389774	375.269	0	0	0.7847
-104.673	0.000214656	390118	375.364	0	0	0.78474
-104.625	0.00021455	390388	375.438	0	0	0.784771
-104.568	0.000214425	390708	375.526	0	0	0.784807
-104.52	0.00021432	390975	375.599	0	0	0.784836
-104.463	0.000214192	391302	375.689	0	0	0.784871
-104.411	0.000214078	391593	375.769	0	0	0.784901
-104.352	0.000213948	391927	375.86	0	0	0.784935
-104.302	0.000213836	392213	375.939	0	0	0.784963
-104.242	0.000213702	392558	376.033	0	0	0.784996
-104.193	0.000213595	392834	376.108	0	0	0.785021
-104.129	0.000213452	393202	376.209	0	0	0.785055
-104.086	0.000213356	393448	376.277	0	0	0.785077
-104.043	0.000213261	393695	376.344	0	0	0.785099
-104	0.000213165	393942	376.411	0	0	0.78512
-103.947	0.000213048	394245	376.494	0	0	0.785146
-103.888	0.000212916	394587	376.587	0	0	0.785174
-103.82	0.000212764	394981	376.695	0	0	0.785206
-103.757	0.000212624	395347	376.794	0	0	0.785235
-103.681	0.000212455	395786	376.914	0	0	0.78527
-103.632	0.000212346	396069	376.991	0	0	0.785292
-103.575	0.000212218	396404	377.082	0	0	0.785318
-103.531	0.000212119	396663	377.152	0	0	0.785338
-103.478	0.000212	396973	377.236	0	0	0.785362
-103.43	0.000211894	397253	377.312	0	0	0.785384
-103.376	0.000211773	397568	377.398	0	0	0.785408
-103.322	0.000211653	397884	377.483	0	0	0.785432
-103.258	0.000211509	398264	377.586	0	0	0.785462
-103.206	0.000211393	398569	377.668	0	0	0.785485
-103.138	0.000211239	398976	377.778	0	0	0.785518
-103.092	0.000211136	399248	377.852	0	0	0.785539
-103.046	0.000211033	399520	377.925	0	0	0.785561
-103	0.00021093	399793	377.999	0	0	0.785583
-102.944	0.000210805	400124	378.088	0	0	0.785611
-102.889	0.00021068	400456	378.177	0	0	0.785638
-102.821	0.000210526	400865	378.287	0	0	0.785673
-102.772	0.000210418	401154	378.365	0	0	0.785699
-102.713	0.000210284	401511	378.461	0	0	0.78573
-102.665	0.000210177	401797	378.538	0	0	0.785756
-102.61	0.000210052	402131	378.627	0	0	0.785786
-102.559	0.000209937	402438	378.709	0	0	0.785815
-102.497	0.000209797	402814	378.81	0	0	0.78585
-102.447	0.000209685	403116	378.891	0	0	0.785879
-102.383	0.00020954	403504	378.994	0	0	0.785917
-102.335	0.000209432	403796	379.072	0	0	0.785946
-102.28	0.000209306	404137	379.163	0	0	0.78598
-102.233	0.0002092	404422	379.239	0	0	0.786009
-102.175	0.000209069	404778	379.334	0	0	0.786046
-102.116	0.000208937	405136	379.429	0	0	0.786083
-102.058	0.000208805	405494	379.524	0	0	0.78612
-102	0.000208673	405853	379.619	0	0	0.786158
-101.929	0.000208511	406294	379.737	0	0	0.786206
-101.888	0.000208419	406544	379.803	0	0	0.786233
-101.839	0.000208307	406850	379.884	0	0	0.786267
-101.797	0.000208212	407110	379.953	0	0	0.786296
-101.747	0.000208098	407420	380.035	0	0	0.78633
-101.694	0.000207977	407753	380.123	0	0	0.786367
-101.631	0.000207834	408146	380.227	0	0	0.786412
-101.578	0.000207714	408475	380.314	0	0	0.786449
-101.514	0.000207568	408878	380.42	0	0	0.786496
-101.462	0.00020745	409201	380.506	0	0	0.786534
-101.405	0.000207319	409565	380.602	0	0	0.786577
-101.36	0.000207216	409848	380.676	0	0	0.786611
-101.308	0.000207099	410173	380.762	0	0	0.786651
-101.257	0.000206981	410498	380.848	0	0	0.786691
-101.193	0.000206835	410905	380.955	0	0	0.786742
-101.145	0.000206725	411211	381.036	0	0	0.786781
-101.072	0.000206559	411671	381.157	0	0	0.786841
-101.036	0.000206477	411902	381.217	0	0	0.786872
-101	0.000206394	412133	381.278	0	0	0.786902
-100.958	0.000206299	412399	381.348	0	0	0.786939
-100.908	0.000206183	412722	381.433	0	0	0.786983
-100.851	0.000206053	413086	381.529	0	0	0.787035
-100.786	0.000205903	413507	381.64	0	0	0.787096
-100.714	0.000205739	413968	381.76	0	0	0.787164
-100.635	0.000205557	414480	381.895	0	0	0.787242
-100.571	0.000205411	414892	382.003	0	0	0.787307
-100.49	0.000205223	415422	382.142	0	0	0.787392
-100.441	0.000205111	415740	382.225	0	0	0.787445
-100.378	0.000204966	416151	382.333	0	0	0.787514
-100.336	0.000204869	416426	382.405	0	0	0.787561
-100.288	0.000204759	416740	382.487	0	0	0.787616
-100.24	0.000204648	417054	382.569	0	0	0.787671
-100.18	0.00020451	417448	382.672	0	0	0.787743
-100.12	0.000204372	417843	382.775	0	0	0.787815
-100.06	0.000204233	418238	382.878	0	0	0.787889
-100	0.000204095	418635	382.982	0	0	0.787965
-99.9286	0.00020393	419108	383.105	0	0	0.788057
-99.8929	0.000203847	419345	383.167	0	0	0.788104
-99.8503	0.000203749	419627	383.241	0	0	0.78816
-99.8098	0.000203655	419897	383.311	0	0	0.788215
-99.7622	0.000203545	420215	383.394	0	0	0.788279
-99.7078	0.000203419	420578	383.488	0	0	0.788354
-99.6434	0.00020327	421009	383.6	0	0	0.788444
-99.5849	0.000203134	421401	383.702	0	0	0.788527
-99.5118	0.000202965	421893	383.83	0	0	0.788632
-99.4606	0.000202846	422238	383.919	0	0	0.788707
-99.3948	0.000202693	422682	384.034	0	0	0.788804
-99.351	0.000202591	422979	384.111	0	0	0.788869
-99.3008	0.000202475	423319	384.199	0	0	0.788944
-99.2578	0.000202375	423611	384.275	0	0	0.789008
-99.2063	0.000202255	423962	384.366	0	0	0.789086
-99.1547	0.000202135	424313	384.456	0	0	0.789164
-99.1031	0.000202015	424665	384.547	0	0	0.789243
-99.0516	0.000201895	425018	384.638	0	0	0.789321
-99	0.000201775	425372	384.729	0	0	0.7894
-98.9412	0.000201638	425775	384.833	0	0	0.78949
-98.8688	0.000201469	426274	384.961	0	0	0.7896
-98.8109	0.000201334	426673	385.064	0	0	0.789688
-98.7433	0.000201176	427141	385.184	0	0	0.78979
-98.6937	0.000201061	427484	385.272	0	0	0.789865
-98.6359	0.000200926	427886	385.375	0	0	0.789952
-98.587	0.000200811	428226	385.462	0	0	0.790024
-98.5283	0.000200674	428636	385.567	0	0	0.790111
-98.4803	0.000200562	428971	385.653	0	0	0.790181
-98.4202	0.000200421	429391	385.76	0	0	0.790268
-98.3677	0.000200298	429760	385.854	0	0	0.790343
-98.3064	0.000200155	430191	385.964	0	0	0.79043
-98.2554	0.000200035	430550	386.056	0	0	0.790502
-98.1915	0.000199885	431001	386.171	0	0	0.79059
-98.1436	0.000199773	431339	386.257	0	0	0.790656
-98.0958	0.000199661	431679	386.343	0	0	0.790721
-98.0479	0.000199548	432019	386.43	0	0	0.790785
-98	0.000199436	432359	386.516	0	0	0.790848
-97.9474	0.000199312	432734	386.611	0	0	0.790917
-97.8842	0.000199164	433184	386.726	0	0	0.790998
-97.8289	0.000199034	433580	386.826	0	0	0.791069
-97.7652	0.000198884	434037	386.942	0	0	0.791149
-97.7142	0.000198764	434403	387.034	0	0	0.791212
-97.6547	0.000198624	434831	387.143	0	0	0.791286
-97.6043	0.000198505	435194	387.235	0	0	0.791347
-97.5439	0.000198363	435631	387.345	0	0	0.79142
-97.4944	0.000198246	435989	387.435	0	0	0.791479
-97.4326	0.0001981	436437	387.548	0	0	0.791553
-97.3846	0.000197987	436786	387.636	0	0	0.791609
-97.3296	0.000197857	437186	387.737	0	0	0.791674
-97.2825	0.000197746	437529	387.824	0	0	0.791729
-97.226	0.000197612	437942	387.928	0	0	0.791794
-97.1808	0.000197506	438273	388.011	0	0	0.791847
-97.1205	0.000197363	438715	388.122	0	0	0.791916
-97.0603	0.00019722	439158	388.233	0	0	0.791985
-97	0.000197078	439602	388.345	0	0	0.792055
-96.95	0.000196959	439971	388.437	0	0	0.792112
-96.8906	0.000196819	440410	388.547	0	0	0.79218
-96.8438	0.000196708	440757	388.634	0	0	0.792234
-96.7875	0.000196574	441174	388.739	0	0	0.792299
-96.7383	0.000196458	441540	388.83	0	0	0.792356
-96.6768	0.000196312	441999	388.945	0	0	0.792428
-96.6284	0.000196197	442359	389.035	0	0	0.792484
-96.5713	0.000196061	442787	389.141	0	0	0.792551
-96.5237	0.000195948	443143	389.23	0	0	0.792608
-96.4655	0.00019581	443580	389.339	0	0	0.792677
-96.4138	0.000195687	443969	389.436	0	0	0.792739
-96.3547	0.000195546	444415	389.547	0	0	0.79281
-96.304	0.000195426	444798	389.642	0	0	0.792872
-96.2432	0.000195281	445258	389.756	0	0	0.792946
-96.1946	0.000195165	445627	389.848	0	0	0.793007
-96.1297	0.00019501	446120	389.97	0	0	0.793088
-96.0865	0.000194907	446449	390.051	0	0	0.793142
-96.0432	0.000194804	446779	390.133	0	0	0.793197
-96	0.000194701	447109	390.214	0	0	0.793252
-95.9474	0.000194576	447512	390.314	0	0	0.79332
-95.8882	0.000194434	447966	390.426	0	0	0.793397
-95.8198	0.000194271	448491	390.555	0	0	0.793486
-95.7613	0.000194131	448942	390.666	0	0	0.793563
-95.6921	0.000193966	449477	390.798	0	0	0.793655
-95.6426	0.000193848	449860	390.892	0	0	0.793721
-95.5842	0.000193708	450313	391.003	0	0	0.7938
-95.5355	0.000193591	450691	391.096	0	0	0.793866
-95.476	0.000193449	451155	391.21	0	0	0.793947
-95.4284	0.000193335	451526	391.301	0	0	0.794012
-95.3749	0.000193206	451945	391.403	0	0	0.794086
-95.3213	0.000193078	452364	391.506	0	0	0.79416
-95.2571	0.000192924	452869	391.629	0	0	0.794249
-95.2056	0.000192801	453273	391.728	0	0	0.794321
-95.1371	0.000192636	453814	391.86	0	0	0.794417
-95.0914	0.000192526	454175	391.948	0	0	0.794481
-95.0457	0.000192417	454537	392.036	0	0	0.794546
-95	0.000192307	454899	392.124	0	0	0.794611
-94.9444	0.000192173	455340	392.232	0	0	0.794691
-94.8889	0.00019204	455782	392.339	0	0	0.794771
-94.8205	0.000191875	456328	392.472	0	0	0.79487
-94.7692	0.000191752	456738	392.572	0	0	0.794946
-94.7101	0.000191609	457212	392.687	0	0	0.795033
-94.6657	0.000191503	457568	392.773	0	0	0.795099
-94.6145	0.000191379	457980	392.873	0	0	0.795177
-94.5633	0.000191256	458392	392.974	0	0	0.795254
-94.5007	0.000191105	458897	393.096	0	0	0.795351
-94.4506	0.000190984	459302	393.194	0	0	0.795429
-94.3862	0.000190829	459824	393.321	0	0	0.79553
-94.338	0.000190712	460216	393.416	0	0	0.795608
-94.2816	0.000190576	460674	393.527	0	0	0.795699
-94.2347	0.000190463	461057	393.619	0	0	0.795776
-94.176	0.000190321	461536	393.735	0	0	0.795873
-94.132	0.000190215	461896	393.822	0	0	0.795947
-94.088	0.000190108	462257	393.91	0	0	0.796022
-94.044	0.000190002	462618	393.997	0	0	0.796098
-94	0.000189895	462980	394.084	0	0	0.796174
-93.95	0.000189774	463392	394.184	0	0	0.796262
-93.8906	0.000189631	463882	394.302	0	0	0.796368
-93.8221	0.000189465	464449	394.438	0	0	0.796493
-93.7399	0.000189265	465131	394.603	0	0	0.796645
-93.6782	0.000189116	465643	394.726	0	0	0.796761
-93.6029	0.000188933	466271	394.877	0	0	0.796906
-93.5565	0.000188821	466659	394.97	0	0	0.796996
-93.5009	0.000188686	467125	395.082	0	0	0.797105
-93.4553	0.000188575	467507	395.174	0	0	0.797195
-93.3984	0.000188437	467985	395.288	0	0	0.797309
-93.3486	0.000188316	468405	395.389	0	0	0.79741
-93.2905	0.000188174	468895	395.506	0	0	0.797529
-93.2421	0.000188057	469304	395.604	0	0	0.797629
-93.1816	0.000187909	469817	395.727	0	0	0.797755
-93.121	0.000187762	470331	395.85	0	0	0.797881
-93.0605	0.000187615	470846	395.973	0	0	0.798009
-93	0.000187467	471363	396.096	0	0	0.798138
-92.9286	0.000187293	471973	396.241	0	0	0.798291
-92.8899	0.000187199	472305	396.32	0	0	0.798374
-92.843	0.000187085	472707	396.416	0	0	0.798475
-92.8029	0.000186987	473052	396.498	0	0	0.798561
-92.7557	0.000186872	473459	396.595	0	0	0.798663
-92.7017	0.00018674	473925	396.705	0	0	0.79878
-92.6379	0.000186584	474477	396.836	0	0	0.798918
-92.5799	0.000186443	474979	396.955	0	0	0.799043
-92.5074	0.000186266	475609	397.104	0	0	0.799199
-92.4567	0.000186142	476051	397.209	0	0	0.799307
-92.3914	0.000185982	476621	397.343	0	0	0.799447
-92.3479	0.000185876	477002	397.433	0	0	0.799539
-92.2982	0.000185754	477437	397.536	0	0	0.799645
-92.2485	0.000185633	477874	397.639	0	0	0.79975
-92.1864	0.000185481	478421	397.768	0	0	0.79988
-92.1398	0.000185366	478832	397.864	0	0	0.799977
-92.0932	0.000185252	479243	397.961	0	0	0.800073
-92.0466	0.000185138	479656	398.058	0	0	0.800169
-92	0.000185024	480069	398.155	0	0	0.800264
